hal_id,title,domain,lang
hal-00754999,"La FEANTSA : vers une catégorisation européenne des ""SDF"" ?",shs,fr
hal-00755018,Un répertoire religieux à l'Académie de poésie et de musique : les psaumes mesurés de Claude Le Jeune,shs,fr
hal-01204657,Evaluation économique et environnement dans les décisions publiques,sde,fr
hal-01204678,Estimation de l'impact sur l'environnement de traitements phytosanitaires pour des colzas transgéniques résistants au glyphosate ou au glufosinate,sde,fr
halshs-00755179,Patrimoine mondial et développement local - Comparaison Cinque Terre - Saint-Emilion.,shs,fr
halshs-00755194,"La Dimension ""genre"" de la gestion de l'eau au Maghreb (Algérie, Maroc, Tunisie)",shs,fr
hal-01204882,Aliments et culture,sde,fr
hal-00604823,"Séminaire ""Approches Pluridisciplinaires en Taphonomie "" -RTP "" Réseau thématique pluridisciplinaire "", labélisé Planète Terre.",sdu,fr
emse-00854839,Articulation entre connaissances et compétences en génie industriel,info,fr
dumas-01104324,L'évolution du rôle du pharmacien d'officine français en tant qu'acteur de santé,sdv,fr
halshs-00804695,Une activité potière du viie siècle au 20 rue de la République à Vanves (Hauts-de-Seine),shs,fr
hal-00604832,111e Journées annuelles de la Société zoologique de France,sdu,fr
hal-00755279,MODÉLISATION DE LA SÛRETÉ DE FONCTIONNEMENT DE SYSTÈMES À PARTIR DU LANGAGE AADL,info,fr
tel-00755296,Analyse mathématique de modèles de dynamique des populations : équations aux dérivées partielles paraboliques et équations intégro-différentielles,math,fr
tel-00755354,"Le magmatisme des Vosges : conséquence des subductions paléozoïques (datation, pétrologie, géochimie, ASM)",sdu,fr
hal-00854922,"Trésors monétaires. Tome IV, 1982",shs,fr
hal-00954741,Le translinguisme aux XXe et XXIe siècles et son implication dans le processus créatif,shs,fr
tel-01056057,Contribution des échauffements stratosphériques à la variabilité et à l'évolution à long terme de la moyenne atmosphère : observations et modélisations numériques,sde,fr
halshs-00754600,Réseaux de distribution et droit de la concurrence,shs,fr
hal-00804154,Quand la réalité virtuelle rencontre les surfaces tactiles,info,fr
hal-00604198,PYROXENE : un système d'aide à la décision territoriale par intégration de simulateurs spatiaux. Application à l'évolution de la carte du risque d'incendie de forêt.,sde,fr
tel-00604221,Mise en oeuvre des surfaces spécifiques en vue de la détection de bactéries pathogènes par diffusion Raman,phys,fr
pastel-00904122,Etude expérimentale et théorique de la structure électronique de l'aluminium en conditions extrêmes par spectroscopie d'absorption X,phys,fr
hal-00954035,Exploitation des connaissances d'UMLS pour la recherche d'information médicale. Vers un modèle bayésien d'indexation,info,fr
hal-01004618,Diagnostic des sols dans les lieux accueillantles enfants et les adolescents,sde,fr
halshs-00754787,Crise de la souveraineté et crise de la monnaie : l'hyperinflation allemande des années 1920,shs,fr
hal-00954232,Projet CapilR : technique radio sur fibre pour les communications sans fil à haut débit : paramètres radio d'un laser à optimiser,spi,fr
hal-00654349,Les Tamaricaceae en génie végétal,sde,fr
halshs-00654381,Comportements stratégiques fiscaux des petits pays en Europe,shs,fr
dumas-00954633,Organisation professionnelle et suivi des femmes médecins généralistes libérales pendant leur(s) grossesse(s) depuis 2006,sdv,fr
tel-00954635,"Matériaux et Dispositifs optoélectroniques pour la génération et la détection de signaux THz impulsionnels par photocommutation à 1,55µm",spi,fr
emse-00954705,Effluents industriels : l'eau dans les ateliers de traitement de surface,info,fr
halshs-01154356,Transidentité,shs,fr
hal-00804738,Simulation du photodétecteur métal-semiconducteur-métal,spi,fr
dumas-01154409,"Connaissances sur la santé, croyances et pratiques en termes de prévention cardio-vasculaire dans la population de Saint Martin : étude CONSANT-SM",sdv,fr
hal-01204954,Méthodes et pratiques de gestion des connaissances,info,fr
hal-01205000,Croissance squelettique et musculaire,sdv,fr
hal-01205018,La conservation des génomes,sdv,fr
dumas-00854847,Analyse statique de code dynamique,info,fr
dumas-00854855,"Évaluation d'une stratégie alternative à l'inhibition médicamenteuse de la lactation‎ : étude sur la prévalence du choix, la symptomatologie clinique, la tolérance et la satisfaction maternelle",sdv,fr
hal-01104018,Determinants of team performance during rescue operations conducted by professional firefighters: an exploratory study,scco,en
hal-00704338,Atomisation gaz-liquide: lien entre l'instabilité grande-échelle d'un jet liquide et le flapping d'une nappe liquide.,phys,fr
hal-00804405,Étude mémoire d'une méthode multifrontale parallèle hors-mémoire,info,fr
hal-00704612,Encodage de la distance et coopération parole/geste : étude développementale du pointage multimodal,scco,fr
hal-00854673,Réduction de la dispersion des mesures en imagerie par résonance des plasmons de surface (SPRi) par interrogation spectrale (Orale),phys,fr
hal-01154240,"SensorScript : un langage de requête dédié, orienté métiers, pour les réseaux de capteurs",info,fr
hal-00804645,Analyse statistique du mouvement des arcs dans une torche plasma triphasée à électrodes en graphite par camera rapide,spi,fr
hal-00804660,Perspectives Scientifiques de l'Éolien,spi,fr
hal-01005262,Picosecond Optical Tomography POT : Atteindre 100µm de résolution à 5-10mm de profondeur,spi,fr
halshs-00703816,"Le dialogue des ""Dialogues"", ou la question du libéralisme en France au XVIIIe siècle",shs,fr
hal-00853829,Comparaison de modèles de cavitation en géométrie de Venturi,phys,fr
hal-01203829,Plantations de palmier à huile en Indonésie et déprolétarisation,sdv,fr
tel-00603713,Etudes geologique et hydrogeologique de la region de Thonon-Douvaine (Haute-Savoie) - Alpes françaises,sdu,fr
tel-00754046,"Calcul de la radiation en champ proche d'une source sismique dynamique : le cas des petits séismes de coulissage, l'influence de discontinuité du processus de rupture",sdu,fr
tel-00579801,Etude géologique de la bordure ouest de l'arc de Castellane (Alpes de Haute Provence-Var),sdu,fr
tel-01103242,Approche méthodologique pour l’évaluation des populations de deux rapaces nocturnes nicheurs en Deux-Sèvres : la Chevêche d’Athéna (Athene noctua) et le Petit-duc scops (Otus scops),sde,fr
cea-01153334,Combustibles nucléaires,spi,fr
dumas-01059647,Collaboration entre médecins généralistes et infirmiers lors du suivi des patients diabétiques de type II insulino-requérants : situation actuelle et perspectives d'évolution selon les infirmiers,sdv,fr
hal-01059728,La méthode SHYREG débit—application sur 1605 bassins versants en France métropolitaine,sde,fr
tel-01059736,Fusion des galaxies juvéniles : des simulations aux observations,phys,fr
dumas-01059753,"Solaris (1972) ou la ligne serpentine : la méthode léonardienne d'Andreï Tarkovski , l'image cinématographique comme <i>cosa mentale</i>",shs,fr
halshs-00907886,"Culture orale et migration: les chansons populaires dans la double dialectique transmission/trahison mémoire/oubli, entre Béarn et Argentine.",shs,fr
tel-01010013,Contribution à l'amélioration de la qualité de service et de la sécurité pour les communications de données en environnement réseau contraint,info,fr
pastel-00657168,Caractérisation des processus d'innovation dans les entreprises de services,spi,fr
hal-00657244,Outils informatiques pour la protection de la vie privée,info,fr
hal-00657271,Usage déviant et dynamique d'évolution d'une offre de service,shs,fr
hal-00807690,Caractérisation de structures à couche ou à gradient par ondes acoustiques de surface,spi,fr
tel-00807812,Relations stratégiques inter-organisationnelles : quels processus de gestion des tensions paradoxales ? Réflexions sur une mise en eouvre,shs,fr
pastel-00607879,Diversité de Ralstonia Solanacearum au Cameroun et bases génétiques de la résistance chez le piment (Capsicum Annuum) et les Solanacées,sdv,fr
hal-01010094,L'importance des exclus de l'intégration monétaire en Europe,shs,fr
hal-01010137,Une technique de suivi d'interfaces pour la modélisation de la cavitation par poche,phys,fr
halshs-01010154,"L'Einfühlung, outil pour une esthétique radiophonique",shs,fr
hal-00608332,Étude d'un algorithme de détection de défauts sur des images de chaussées,spi,fr
tel-01108652,TRAITEMENT D'ANTENNES POUR LA LOCALISATION DE SOURCES EN CHAMP PROCHE,spi,fr
tel-00858692,Conception multidisciplinaire de microsystèmes autonomes,spi,fr
hal-00823879,Recherche approximative de plus proches voisins efficace et sûre,info,fr
hal-00858738,Modélisation de la diffusion-réaction dans les milieux intracellulaires encombrés,sdv,fr
tel-00858749,Apports de l’imagerie à haute résolution spectrale et spatiale dans les bilans de volume et bilans radiatifs au Piton de La Fournaise,sdu,fr
hal-00858755,Effets fiscaux d'un acte d'apport en société à caractère rétroactif,shs,fr
hal-00858771,Determination of energy release rate for amixed-mode debonding test for “composite” pavements,spi,en
emse-00858779,Nouvelle Gouvernance,info,fr
hal-01010692,L'Europe et la laïcité contre la démocratie en Turquie,shs,fr
hal-01010697,France : la croissance quand même ! : Perspectives 1998-1999 pour l'économie française,shs,fr
hal-01010698,Asie : de la crise monétaire à une crise de l'autorité,shs,fr
tel-00597516,"La limite Oxfordien-Kimméridgien (Jurassique supérieur) : stratigraphie et paléoenvironnements dans les domaines téthysien (Est et Sud du bassin de Paris, France) et boréal (Ile de Skye, Ecosse)",sdu,fr
hal-00657403,Segmentation d'images pour la caractérisation des feux de forêts,info,fr
hal-00807982,"Appeler les ""âmes"", prier les dieux ; paroles et gestion de la ""frayeur"" (susto) au Mexique",sde,fr
hal-00657472,Le management des idées lors des processus d'éco-innovation de produits et services,spi,fr
hal-00908241,"Ammonitofaune du Barrémien de la coupe de L'Estellon (Baronnies, SE France) : résultats biostratigraphiques préliminaires",sdu,fr
halshs-00608136,Commentaire critique du troisième chapître de l'Evolution créatrice.,shs,fr
hal-00808066,Belgrand : hydrologue et géologue,sde,fr
hal-00808158,"Les drogues animales, richesses et curiosités du droguier de la faculté de Pharmacie, université Montpellier 1",sde,fr
hal-01010266,Accès transfrontalier aux informations médicales : un système de traduction pour le projet européen ALIAS,info,fr
insu-00958297,"Les images satellitaires Radar. Utilisation en cartographie géologique et exploration minière (Guyane, Côte-d'Ivoire).",sdu,fr
tel-01208152,Gestion de la mobilité dans les réseaux Ad Hoc par anticipation des métriques de routage,phys,fr
halshs-00757573,Le secret professionnel,shs,fr
hal-00757621,Procédé et dispositif de mesure de tension électrique,spi,fr
hal-00757626,Intégration des intergiciels de grilles de PC dans le nuage SlapOS : le cas de BOINC,info,fr
hal-00707194,La démocratie face aux risques criminels,shs,fr
dumas-00707202,"Épidémiologie des évacuations sanitaires héliportées en haute mer réalisées par la Marine Nationale au profit des marins pêcheurs : expérience du Service de Santé des Armées des missions ""SAR"" à partir de la Base Aéronavale de Lanvéoc-Poulmic de 2008 à 2011",sdv,fr
hal-00957365,"La médecine vasculaire : un métier spécifique, une spécialité incontournable. Pathologie artérielle.",sdv,fr
halshs-00957407,"Archivistiques canadienne et française : échanges, influences ou transferts ?",shs,fr
tel-01009234,Approches systémiques et éco-conception. Une réflexion sur les fondements conceptuels et les applications de l'Analyse de Cycle de Vie,spi,fr
hal-00656536,Analyse morphométrique d'images à tons de gris par diagrammes de forme,info,fr
tel-01188925,Ordres cachés et magnétisme étudiés par spectroscopie Raman en conditions extrêmes,phys,fr
tel-01208433,Qualité de Service et calcul de chemins dans les réseaux inter-domaine et multicouches,info,fr
hal-00808160,"Utilisation des insectes médicinaux au cours de l'histoire, entre modes et découvertes scientifiques",sde,fr
hal-01010614,"Compte-rendu. Timothy Mitchell, Carbon Democracy. Le pouvoir politique à l'ère du pétrole, Paris, La Découverte, 2013",shs,fr
emse-01010622,Responsabilité Sociétale et Performance en PME : une étude exploratoire en Rhône Alpes,sde,fr
hal-01060242,Difficultés lexicales dans les troubles acquis et dégénératifs : Etude exploratoire des formes et fonctions de la reformulation,scco,fr
tel-00958441,Structure et spectroscopie du noyau exotique d'oxygène 24 par diffusions élastique et inélastiques de proton avec les détecteurs MUST2 à RIKEN,phys,fr
hal-00608309,Détection de fissures sur des images de chaussées,info,fr
halshs-00908742,Approche juridique du handicap psychique : les enjeux d'une définition en droit social,shs,fr
hal-01105473,Emotion - Is it measurable?,spi,en
hal-01105481,The functional anatomy of sound intensity change detection,info,en
hal-01105484,Rôle de la modulation de fréquence sur la séparation de voyelles,info,fr
hal-01105491,Timbre Characterisation and Recognition with Combined Stationary and Temporal Features,spi,en
hal-01155440,"Rome, capitale de la Bretagne",shs,it
hal-00955914,"Cioran, la Roumanie et l'Autre",shs,fr
halshs-00905772,La renonciation par l'assureur à se prévaloir de l'aggravation de risque,shs,fr
hal-00905850,Hadopi : C'est presque parti !,shs,ca
hal-00605892,"Learning Role-Playing Games "" : méthodologie et formalisme de description pour l'assistance à la conception - Premiers résultats d'expérimentation",info,fr
tel-00756428,"Hydrogéologie des formations fissurées de la partie sud du plateau Mossi entre le Nazino et le Nakambe (région de Kombissiri-Manga), Burkina-Faso",sdu,fr
hal-00654904,Neuropathies sensitives à petites fibres. Que peut-on attendre de la toxine botulique dans le traitement de la douleur ?,sdv,fr
tel-01104970,Diffusion d’une onde électromagnétique par un objet au-dessus d’une surface rugueuse - Problème vectoriel 3D,spi,fr
hal-01104984,LE JOURNALISTE EST L'OTAGE DANS L'INFORMATION DE GUERRE,shs,fr
hal-00905463,Ségrégation spatio-linguistique et émergence des identités urbaines dans une ville de l'EST de La Réunion,shs,fr
hal-00905521,Lexique des termes juridiques 2013-2014 - 21e éd. (avec S. Guinchard),shs,fr
hal-00755979,Intégration des systèmes d'information dédiés aux produits et aux systèmes de production,info,fr
hal-00604897,Modélisation pour la localisation de plateformes logistiques pour le transport de marchandises en ville,info,fr
halshs-00855414,De l'évaluation à l'évaluation formative.,shs,fr
emse-00855467,Système d'information pour la constitution d'un Guide Méthodologique de Gestion des Ressources en Eau du Parc du Pilat,info,fr
hal-01154952,Endommagement diffus et approche par level-set épaisse (TLS) de la transition endommagement rupture,phys,fr
emse-00653448,Le chromage dur : l'apport du chrome trivalent,chim,fr
edutice-00805184,"Enjeux, outils et méthodologie de constitution de corpus d'apprentissage",shs,fr
hal-00604585,eFascicule Essentiel 120,shs,fr
hal-01057709,Estimation de profondeur à partir du flou de défocalisation d'un imageur chromatique.,phys,fr
tel-01057726,Contribution à l’étude des lasers à verrouillage de modes pour les applications en télécommunications,spi,fr
halshs-00805715,Théâtre et politique à l'heure du néolibéralisme,shs,fr
dumas-01105373,"Management de la qualité de la prise en charge médicamenteuse dans les établissements de santé : ""méthodes et résultats"" : rôle de l'OMEDIT Aquitaine dans l'accompagnement des établissements de santé",sdv,fr
tel-00705856,Traitement par plasma non thermique d'alcools et produits issus de la pyrolyse ou de la gazéification de la biomasse,spi,fr
hal-01105468,Physical Model of the Trombone Including Non-Linear Propagation Effects,phys,en
hal-01105469,Recent work around Modalys and Modal Synthesis,phys,en
hal-00756326,Facteur 12. Pourquoi il faut plafonner les revenus,shs,fr
hal-01098677,LE REALISME SOCIALISTE COMME IMPOSSIBLE NON FICTION : L'EXEMPLE DE DEUX ROMANS DE GUERRE SOVIETIQUES,shs,fr
tel-01104953,Étude et évaluation des politiques d'ordonnancement temps réel multiprocesseur,info,fr
halshs-00955417,Principes d'indemnisation des dommages par les fonds pour la France,shs,fr
hal-00955419,Modélisation et validation expérimentale des effets de mismatch thermique sur les systèmes photovoltaïques intégrés aux bâtiments,spi,fr
tel-00545067,Taille des grains et localisation de la déformation dans la lithosphère,sdu,fr
hal-01006376,[Real-time three-dimensional (4D) ultrasound-guided prostatic biopsies on a phantom. Comparative study versus 2D guidance].,sdv,en
hal-01006425,"Caractérisation non linéaire de films minces de (Pb,Sr)TiO3",spi,fr
halshs-01006461,Aménagements hydrographiques dans le territoire siennois : le marais d'Orgia,shs,fr
hal-01155396,"Logiciel de simulation ISIS-CFD, version 3.0-1",spi,en
hal-01105363,Un modèle neuro markovien profond pour l’extraction de séquences dans des documents manuscrits,info,fr
hal-00655274,[From tics to obsessive-compulsive disorders in children: a subsequent risk now recognized].,scco,en
hal-00655283,[School refusal anxiety].,scco,en
hal-00605768,Courriels et formation linguistique de base : quels apports ?,info,fr
tel-00605778,"Etude hydrogéologique du synclinal d'Autrans Méaudre, massif du Vercors - Alpes françaises",sdu,fr
emse-00756296,Apprentissage de la firme : Des théories économiques aux méthodes d'intelligence artificielle,sde,fr
hal-01054663,Antennes ultra large bande pour radar de sol : Application à l’auscultation et à la caractérisation d’ouvrages du génie civil,spi,fr
hal-00802769,"Qualification des miels de la gamme "" Printemps",chim,fr
hal-01206134,Le tournant écologique doit représenter une atténuation de la dominance économique sur le monde.,sde,fr
hal-01105610,Formant bandwidth affects the identification of competing vowels,info,en
hal-01105611,Missing data model of vowel perception,info,en
tel-00605995,"Régime des eaux souterraines et paléomorphologie, géologie et hydrogéologie de la basse vallée de l'Arve (Haute-Savoie) - Alpes françaises",sdu,fr
hal-01105658,Qualities and functions of musical timbre,info,en
hal-01105666,Perceptual organization of complex auditory sequences,info,en
emse-00955022,Oxydation de l'ellipticine en 9-oxoellipticine par le nitrosulfonate de potassium sous ultrasons,info,fr
emse-00955024,Procédé de nettoyage microbien de surfaces de maçonnerie,info,fr
tel-01136663,Codage de sources avec information adjacente et connaissance incertaine des corrélations,phys,fr
hal-00905105,Le Screening BAT : un outil d'évaluation rapide disponible en 8 langues et adaptable à toutes les langues du BAT,scco,fr
emse-00755724,Les enjeux de production et de consommation durables. perspectives politiques,sde,fr
hal-00755725,État de la pêche artisanale dans l'Archipel de la Guadeloupe en février 2006 et son évolution depuis 1986,sde,fr
tel-00955230,"Apport de la télédétection spatiale en infrarouge proche et moyen à la connaissance du milieu marin : relations entre le champ de température et le champ de courant, observations de l'état de surface et mesures de la vitesse du vent, la dynamique de la couche superficielle en mer Ligure",sdu,fr
emse-00755701,Francophonie et environnement,sde,fr
halshs-00523103,La réparation intégrale en Europe. Restitution du questionnaire distribué à l'ensemble des pays européens. L'aménagement conventionnel de la réparation,shs,fr
tel-00523152,Etude du comportement du grès rouge de Wildmoor. Application à l'analyse de stabilité d'un forage pétrolier en cours de creusement et de production,spi,fr
tel-00523173,Modélisation du comportement d'un bicouche (élastique - viscoélastique) sous l'effet du retrait dans la couche viscoélastique,spi,fr
tel-00523175,Intégration des systèmes d'informations techniques pour l'exploitation des ouvrages,info,fr
tel-00474311,Simulation numérique d'un réverbérateur à plaque,spi,fr
hal-00474329,Apport des termes complexes à l'acquisition lexicale multilingue à partir de corpus comparables spécialisés : entre intuition et réalité,info,fr
tel-00523220,Recherche du couplage fort lumière-matière dans des microcavités nitrurées,phys,fr
tel-00523261,Bétons renforcés de fibres métalliques : du matériau à la structure. Etude expérimentale et analyse du comportement de poutres soumises à la flexion et à l'effort tranchant,spi,fr
tel-00523285,Fissuration des chaussées en béton armé continu au jeune âge,spi,fr
tel-00523305,Analyse numérique des écoulements d'eau et de la consolidation des sols autour des tunnels creusés dans l'argile,sdu,fr
tel-00474405,Découverte et caractérisation des corpus comparables spécialisés,info,fr
tel-00473597,Les lasers à cavité verticale infrarouge : d'une approche matériau à des géométries de composant innovantes,phys,fr
tel-00473030,Vers un matériau virtuel pour les composites céramiques,spi,fr
halshs-00525317,Le commerce de Byblos à l'Âge du Fer à la lumière du récit d'Ounamon et des données archéologiques,shs,fr
hal-00525336,Le détachement à gauche en tchèque,scco,fr
pastel-00573985,Caractérisation de coulis d'hydrates contenant du CO2 appliqués à des systèmes frigorifiques,spi,fr
pastel-00574044,"RECA, un modèle d'aide à la décision dans le choix de matériaux constitutifs des réseaux d'assainissement",sde,fr
hal-00574066,iPedagogique : une application d'apprentissage multi-usages intégrant une pédagogie de projets tutorés basée sur la synchronisation de fragments de procédés coopératifs.,info,fr
tel-00525440,Étude locale du mélange induit par gravité de deux fluides dans la géométrie confinée d'un tube incliné,phys,fr
hal-00525460,Choisir une ontologie noyau en vue de sa réutilisation Une stratégie d'évaluation,info,fr
hal-00574183,Gestion des compétences et knowledge management,shs,fr
hal-00524601,Des architectures intégrées pour la vision : synthèse automatique en trois exemples,info,fr
tel-00524648,"Microcénoses des ambres médio-crétacés français. Taphonomie, systématique, paléoécologie et reconstitution du paléoenvironnement",sdu,fr
mem_00524649,Archiver les documents d'un théâtre dans l'environnement numérique : le cas du Théâtre national de l'Odéon,shs,fr
tel-00573368,Etude numérique des effets de température dans les jets simples et coaxiaux,spi,fr
hal-00475873,Segmentation des images TEP au 18F-FDG : principe et revue de la littérature,info,fr
tel-00524704,Support langage et système pour l'administration autonome,info,fr
inria-00524743,D-STAG : un formalisme d'analyse automatique de discours basé sur les TAG synchrones,info,fr
hal-00524813,"Flux verticaux pelagos-benthos : problématique, méthodologie et instrumentation nouvelle",sde,fr
tel-00523621,Modélisation tridimensionnelle des transferts thermiques et aérauliques dans le bâtiment en environnement orienté objet,info,fr
tel-00523623,Modélisation microscopique et macroscopique du comportement d'un composite à matrice métallique,spi,fr
tel-00523628,Planification de mouvements pour les systèmes non-holonomes et étude de la contrôlabilité spectrale pour les équations de Schrödinger linéarisées,math,fr
hal-00521543,Approche Multicritère pour le Problème de Ramassage et de Livraison avec Fenêtres de Temps à Plusieurs Véhicules,info,fr
tel-00523879,Aspects de calorimétrie - Recherche du scalaire top,phys,fr
tel-00523991,Représentations du discours dans La Trilogie de Naguib Mahfouz,shs,fr
hal-00572812,Étude de propriétés électroniques de nanostructures par microscopie à force atomique sous ultra-vide,spi,fr
hal-00573802,Une approche de la démonstration de fiabilité système à partir de tests sur composants unitaires : Cas d'un système en série avec lois de Weibull,math,fr
tel-00573815,Démixtion et ségrégation superficielle dans les alliages fer-chrome : de la structure électronique aux modèles thermodynamiques,phys,fr
hal-00573817,Estimation de la fiabilité à partir de mesures de dégradation : Quelles méthodes utiliser ?,math,fr
halshs-00573823,Globalisation des migrations internationales,shs,fr
halshs-00476358,Genèse de deux systèmes urbains d'innovation en France : Grenoble et Toulouse,shs,fr
tel-00525840,SYNTHÈSE DE NANOSTRUCTURES MÉTALLIQUES SOUS FAISCEAU D'IONS,phys,fr
halshs-00525906,Okinawa1930. Notes ethnographiques de Charles Haguenauer,shs,fr
emse-00477096,Valorisation des fluides de coupe usés : concentration par un Tube à passage de Courant,sde,fr
tel-00477166,Étude d'actionneurs électriques à double excitation destinés au transport. Dimensionnement de structures synchrones,spi,fr
hal-00477180,Approches comparatistes d'une anthropologie culturelle et religieuse,shs,fr
halsde-00477212,Le cadastre comme révélateur de l'évolution des pratiques paysagères : études de cas en vallées de Maurienne et Tarentaise (Savoie) aux XVIIIe et XIXe siècles,sde,fr
halsde-00477227,La notion de paysage culturel à travers l'analyse de la co-dynamique patrimonialisation/protection : la vallée de la Qadisha et la forêt des Cèdres de Dieu (nord Liban),sde,fr
halshs-00525973,LE DESIGN DU SYSTÈME DE CONTRÔLE DE GESTION DES PME: UNE QUÊTE DE STABILITÉ ADAPTATIVE,shs,fr
hal-00526023,La conduite en conditions limite : contrôle d'un modèle non linéaire du véhicule par une approche affine par morceaux via le suivi d'une référence en vitesse de lacet,spi,fr
pastel-00526029,Simulation du comportement mécanique des alliages de titane pour les procédés de mise en forme à froid,spi,fr
hal-00475563,Quartz en Bretagne (en 3 parties).,sdu,fr
hal-00475567,Les travaux miniers dans le district stannifère d'Abbaretz-Nozay (44).,sdu,fr
hal-00573202,"Imageur infrarouge faible coût, faible résolution pour applications grand public",spi,fr
hal-00475578,Les pegmatites-aplites à béryl de Gouesnach (Finistère).,sdu,fr
insu-00573251,Concrétions des dépôts silico-clastiques: origine et apports en stratigraphie génétique,sdu,fr
tel-00566979,Contribution à la conception et à la réalisation des morphologies non-standard : les formes pascaliennes comme outil,spi,fr
hal-00468795,Des Fils de l'eau à Jaguar : zoom sur la collaboration Jean Rouch-Pierre Braunberger,shs,fr
hal-00468833,Impact du changement climatique sur la forêt méditerranéenne,sde,fr
hal-00468871,Maitrise de l'application des produits phytosanitaires : utilisation des NTIC embarquées,sde,fr
hal-00468884,A propos des fortes populations d'ongulés dans le massif forestier du Cosson (Sologne). Etat des lieux et perpectives,sde,fr
hal-00570356,Avant-propos : la force des mots,shs,fr
halshs-00570390,Images hyperspectrales et caractérisation de la végétation en milieu urbain,shs,fr
halshs-00521449,« Gestion des âges et processus de déstabilisation des marchés du travail au Japon : le cas des secteurs de la sidérurgie et de la production d'ordinateurs de 1989 à 2007»,shs,fr
hal-00472344,Le haut Moyen Âge en Alsace,shs,fr
hal-00570473,Régénération des filtres à particules (FAP) : étude expérimentale et numérique,spi,fr
pastel-00570494,Apport de la paléohydrologie dans la quantification des rôles respectifs du climat et de la tectonique des systèmes fluviatiles méandriformes fossiles : application à des systèmes oligo-miocènes d'Europe occidentale,sdu,fr
hal-00570496,Relations entre la microstructure 3D et les propriétés mécaniques dans des réfractaires électrofondus à très haute teneur en zircone,spi,fr
halshs-00521499,Matériaux pour l'histoire de notre temps,shs,fr
tel-00472470,DEBATS ET CONFLITS LORS DE L'ELABORATION DU BUDGET,shs,fr
hal-00472497,Étude sédimentologique des formations pliocènes et pléistocènes du site de Terra Amata.,shs,fr
hal-00472564,MODELISATION DE LA CONNECTIQUE D'UN SATELITTE PAR LA METHODE MTL,spi,fr
hal-00520559,Développement et application d'un outil pour l'évaluation de la qualité environnementale des bâtiments rapport final de la phase 2 = Development and application of a tool for the assessment of building environmental quality,spi,fr
tel-00520617,Composants pour la génération et la détection d'impulsion térahertz,spi,fr
halshs-00471546,Les réseaux sociaux dans les activités d'innovation et de diffusion technologique.,shs,fr
hal-00471566,Alternate LNA testing using an envelope detector,spi,en
tel-00520677,Un nouvel essai de retrait : facteurs influençant le phénomène de retrait,spi,fr
tel-00520680,La résolution des réseaux de contraintes algébriques et qualitatives : une approche d'aide à la conception en ingéniérie,info,fr
tel-00471691,Quelques algorithmes parallèles et séquentiels de traitement des graphes et applications,info,fr
hal-00569735,RÉDACTION DE SPÉCIFICATIONS FORMELLES : ÉLABORATION À PARTIR DES SPÉCIFICATIONS ÉCRITES EN LANGAGE NATUREL,info,fr
hal-00472898,Antenne patch à 60GHz conçue sur membrane SI/BCB : amélioration de la bande passante par addition d'éléments parasites,spi,fr
inria-00522004,Télémédecine et Dialyse,info,fr
anses-00471156,Nouvelles contributions histopathologiques à l'étude des souches d'agents responsables des maladies à prions à l'aide de la méthode de PET Blot différentiel,sdv,fr
inria-00520273,Simulation numérique des mouvements de chevelure,info,fr
hal-00471225,Les chartes forestières de territoire : premier bilan,sde,fr
hal-00471227,Le zonage : un outil pour la gestion des forêts de montagne à fonction de protection contre les risques naturels,sde,fr
halshs-00471298,Des contenus de formation sous influence : la formation des enseignants du premier et du second degré,shs,fr
inria-00520306,"Modélisation par contraintes et exploitation d'une gamme automobile : nouveaux problèmes, nouvelles requêtes, nouveaux besoins en programmation par contraintes",info,fr
inria-00520308,Une modélisation en CSP des grammaires de propriétés,info,fr
inria-00520314,Une nouvelle architecture parallèle pour le problème de validité des QBF,info,fr
tel-00520344,"ALBATROS, un environnement informatique support à l'activité d'organisation dans un challenge pédagogique collectif",info,fr
hal-00522826,"Définition, mesure et déterminants du consentement à payer du consommateur : synthèse critique et voies de recherche.",shs,fr
hal-00473908,Le phare de Kermorvan au Conquet sous l'éclairage des pierres de construction.,sdu,fr
hal-00522957,Aide à la Conception de Systèmes Instrumentés de Sécurité utilisant les composants sur étagère et les réseaux de fiabilité,spi,fr
hal-00470258,Un tour d'horizon des approches pour la manipulation des données du web,info,fr
hal-00470283,Le contrat comme lien et comme bien - Le contrat en droit romain selon Michel Villey,shs,fr
hal-00470320,"René Pleven, l'indispensable collaborateur.",shs,fr
hal-00470339,Les entreprises et le développement durable,spi,fr
hal-00470344,"Les consulats, un service essentiel pour le monde négociant : une approche comparative entre la France et la Scandinavie.",shs,fr
inria-00519478,Animation de chevelures: du temps-réel à la recherche de réalisme,info,fr
tel-00521136,"Sur la théorie des excursions pour des processus de Lévy symétriques stables d'indice α ϵ ]1,2] et quelques applications",math,fr
inria-00521227,Analyse syntaxique profonde à grande échelle: SxLFG,info,fr
tel-00472143,Prise en compte de la variabilité dans le calcul de structures avec contact,spi,fr
hal-00570192,"Compte-rendu du colloque : ""L'Europe en mutation, le processus d'Helsinki, de l'Europe divisée aux perspectives de la Grande Europe.",shs,fr
hal-00570215,Identification du signal source dans un problème de transmission,spi,fr
tel-00570216,"Propriétés magnétiques, électriques et structurales et transport polarisé en spin dans des structures hybrides MnAs-GaAs",phys,fr
inria-00521234,Détection et résolution d'entités nommées dans des dépêches d'agence,info,fr
